host_type,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,price
unknown,2015-08-10,within a few hours,100%,f,1.0,f,East Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,27,98.0,10.0,9.0,10.0,10.0,10.0,10.0,t,flexible,1,0.91,200
couple,2014-11-19,within an hour,100%,f,1.0,t,East Downtown,Condominium,Entire home/apt,5,1.0,2.0,3.0,Real Bed,$0.00,2,1125,7,28,58,148,101,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,3.45,225
mostly_female,2016-09-28,,,f,1.0,t,Westlake Hills,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$25.00,2,8,0,26,44,44,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.43,150
female,2016-09-28,,,f,1.0,f,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,0.8,55
mostly_male,2016-03-29,,,f,1.0,t,McKinney,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,1,1125,30,60,90,90,0,,,,,,,,f,flexible,1,,400
unknown,2016-09-28,,,f,1.0,f,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,2,29,59,89,89,0,,,,,,,,f,flexible,1,,250
unknown,2016-09-28,within an hour,100%,t,2.0,f,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,$17.00,4,365,25,55,85,85,23,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,0.79,30
unknown,2016-09-28,,,f,1.0,t,Pleasant Valley,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,$0.00,2,3,30,60,90,365,0,,,,,,,,t,flexible,1,,250
male,2013-10-09,,,f,3.0,f,Galindo,House,Private room,2,1.5,1.0,1.0,Airbed,$0.00,2,1125,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,3,0.1,75
male,2016-09-12,within an hour,100%,t,1.0,f,Mueller,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$15.00,3,45,25,41,64,144,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.04,130
male,2016-09-09,within an hour,100%,t,2.0,f,Montopolis,House,Private room,2,1.0,1.0,1.0,Real Bed,$20.00,1,1125,11,34,64,273,98,99.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict_14_with_grace_period,2,3.4,40
mostly_male,2016-09-29,,,f,1.0,f,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,9,89.0,10.0,8.0,10.0,10.0,10.0,9.0,t,flexible,1,0.31,200
female,2016-09-29,a few days or more,0%,f,1.0,t,,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,4,1125,25,55,85,360,12,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.41,115
female,2016-02-01,within a few hours,100%,f,1.0,f,St. Edwards,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,6,36,66,341,15,96.0,9.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.51,115
female,2016-09-29,,,f,2.0,f,McKinney,House,Private room,4,1.0,1.0,2.0,Real Bed,$100.00,1,7,29,59,89,364,0,,,,,,,,t,flexible,2,,200
male,2015-08-18,,,f,2.0,t,Downtown,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,0,,,,,,,,t,flexible,2,,700
unknown,2016-08-30,,,f,1.0,t,Hancock,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,1,2,0,0,0,0,0,,,,,,,,f,flexible,1,,220
mostly_male,2013-05-01,,,f,2.0,t,Cherry Creek,Bed and breakfast,Private room,1,1.5,1.0,1.0,Real Bed,$0.00,1,1125,29,59,89,89,0,,,,,,,,t,flexible,2,,400
unknown,2016-09-30,,,f,1.0,f,West Campus,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$10.00,1,5,0,0,0,0,27,93.0,10.0,9.0,10.0,10.0,10.0,9.0,t,flexible,1,0.91,60
male,2016-09-30,within an hour,100%,f,1.0,t,South Lamar,Camper/RV,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$25.00,2,3,1,15,26,78,123,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,4.19,75
female,2015-11-18,within a day,67%,f,4.0,t,Westlake Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,30,28,58,88,363,0,,,,,,,,f,flexible,4,,135
male,2016-02-10,,,f,1.0,f,Barton Creek,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.34,150
unknown,2014-01-13,,,f,1.0,t,Oak Hill,House,Entire home/apt,5,2.5,2.0,2.0,Real Bed,$35.00,2,1125,29,59,89,89,0,,,,,,,,t,strict_14_with_grace_period,1,,115
mostly_male,2014-08-03,within an hour,100%,t,3.0,t,East Downtown,Guesthouse,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,12,12,32,62,62,62,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,2.13,70
male,2016-10-02,,,f,1.0,f,Zilker,Apartment,Entire home/apt,2,1.0,1.0,1.0,Airbed,$0.00,1,1125,29,59,89,89,0,,,,,,,,t,flexible,1,,400
female,2012-01-31,within a few hours,100%,t,1.0,t,Westlake Hills,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,$50.00,1,1125,23,53,74,349,32,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,1.1,80
male,2013-12-09,within an hour,100%,f,1.0,t,Govalle,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,2,30,8,8,8,8,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,0.66,150
female,2016-10-02,within an hour,100%,t,1.0,f,Galindo,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$25.00,3,30,10,36,50,138,36,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.39,90
unknown,2015-10-11,within an hour,80%,t,1.0,t,Barton Creek,Guesthouse,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$50.00,1,30,22,52,78,168,34,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1,1.18,175
female,2014-02-14,,,f,1.0,t,Northwest Hills,Condominium,Entire home/apt,6,1.5,2.0,3.0,Real Bed,$10.00,168,1125,29,59,89,364,10,96.0,9.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,0.35,175
male,2016-07-08,within an hour,100%,t,1.0,t,East Downtown,House,Private room,4,1.0,1.0,3.0,Real Bed,$25.00,4,10,3,3,3,3,69,92.0,9.0,9.0,10.0,10.0,9.0,9.0,t,strict_14_with_grace_period,1,2.35,80
mostly_female,2010-11-21,,,f,1.0,f,Cherry Creek,Camper/RV,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,3,1125,29,59,89,364,0,,,,,,,,t,flexible,1,,550
male,2015-10-16,,,f,1.0,f,Cherry Creek,House,Entire home/apt,6,2.5,3.0,1.0,Real Bed,$0.00,2,1125,0,0,0,219,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,t,flexible,1,0.14,70
mostly_female,2014-12-02,within an hour,100%,t,2.0,f,Old West Austin,Townhouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,30,4,13,38,181,210,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,7.16,155
unknown,2012-09-28,within an hour,97%,f,4.0,f,East Riverside,Condominium,Entire home/apt,8,2.0,1.0,2.0,Real Bed,$10.00,1,1124,17,37,52,217,73,92.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,4,2.85,70
male,2012-05-21,,,f,2.0,t,Rosewood,House,Entire home/apt,6,2.5,3.0,2.0,Real Bed,$0.00,8,14,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,2,0.07,400
male,2016-06-29,,,f,1.0,f,University Hills,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,$0.00,1,1125,29,59,89,364,0,,,,,,,,f,flexible,1,,205
male,2012-06-24,within a day,100%,f,2.0,t,East Downtown,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,$0.00,5,1125,0,0,0,0,2,90.0,10.0,9.0,9.0,10.0,10.0,10.0,f,flexible,2,0.07,400
female,2014-09-28,within a day,100%,f,2.0,t,Scofield Ridge,House,Private room,3,1.5,3.0,3.0,Real Bed,$50.00,2,1125,30,60,90,365,0,,,,,,,,f,moderate,2,,175
female,2015-01-19,within an hour,100%,f,3.0,t,,Bed and breakfast,Private room,4,1.0,1.0,2.0,Real Bed,$0.00,2,1125,25,49,75,350,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,3,0.04,165
male,2013-01-15,,,f,1.0,f,East Downtown,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$30.00,2,5,0,0,0,0,21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.72,110
male,2014-03-18,within a few hours,100%,f,1.0,t,McKinney,House,Private room,4,1.0,2.0,2.0,Real Bed,$25.00,1,6,24,54,79,354,19,99.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1,0.7,40
male,2014-07-29,,,f,1.0,f,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,1125,29,59,89,364,0,,,,,,,,f,flexible,1,,250
male,2016-07-22,,,f,1.0,f,Downtown,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,t,flexible,1,,220
unknown,2014-04-10,within a day,100%,f,1.0,t,South Lamar,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,2,1125,20,47,77,352,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.1,150
female,2014-10-02,within a day,100%,f,9.0,t,Gracywoods,Condominium,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$5.00,2,365,0,0,0,5,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1,0.34,70
male,2016-05-25,within an hour,100%,t,2.0,f,Highland,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,10,40,284,87,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,2,3.01,80
male,2015-05-20,within an hour,100%,f,3.0,t,East Downtown,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,$0.00,2,1125,18,40,70,160,6,100.0,10.0,9.0,10.0,10.0,10.0,8.0,f,strict_14_with_grace_period,3,0.25,900
male,2016-10-07,,,f,1.0,f,,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,29,59,89,89,0,,,,,,,,f,flexible,1,,150
female,2014-03-28,within an hour,100%,t,2.0,t,Old Enfield,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,$40.00,1,8,0,0,0,0,12,97.0,10.0,9.0,10.0,10.0,10.0,10.0,t,flexible,2,0.41,35
male,2011-11-16,within an hour,100%,t,10.0,t,Parker Lane,Townhouse,Entire home/apt,8,2.0,3.0,4.0,Real Bed,$10.00,1,1125,7,19,33,191,158,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,7,5.42,90
female,2016-10-08,within an hour,100%,t,2.0,f,McKinney,House,Private room,3,1.5,1.0,1.0,Real Bed,$20.00,1,1125,19,49,79,354,37,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,2,1.53,75
female,2015-06-09,within an hour,100%,f,2.0,f,West Austin,Camper/RV,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$20.00,4,90,24,54,84,359,28,94.0,10.0,9.0,10.0,9.0,10.0,10.0,t,strict_14_with_grace_period,2,0.99,45
mostly_male,2013-02-01,within an hour,97%,f,28.0,t,Downtown,Condominium,Entire home/apt,6,1.5,2.0,4.0,Real Bed,$50.00,1,1124,6,20,43,298,49,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,25,1.68,230
female,2016-09-29,,,f,2.0,f,McKinney,Bed and breakfast,Private room,4,1.0,1.0,2.0,Real Bed,$0.00,1,1125,30,60,90,365,0,,,,,,,,f,flexible,2,,200
female,2016-09-28,within a few hours,90%,f,2.0,f,,House,Entire home/apt,10,2.5,5.0,5.0,Real Bed,$50.00,2,1125,15,31,53,318,16,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1,0.76,350
male,2016-05-09,within a few hours,90%,f,6.0,f,,House,Entire home/apt,12,2.0,3.0,5.0,Real Bed,$0.00,30,1125,29,59,89,364,5,80.0,7.0,8.0,6.0,6.0,8.0,7.0,f,strict_14_with_grace_period,5,0.19,350
female,2016-05-02,,,f,1.0,f,Bouldin Creek,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$10.00,2,10,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.18,160
unknown,2015-09-22,,,f,1.0,t,East Congress,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,$0.00,2,3,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.03,75
unknown,2013-01-18,within an hour,100%,f,2.0,t,East Downtown,House,Private room,2,1.0,1.0,1.0,Real Bed,$15.00,30,90,0,0,0,0,1,60.0,6.0,8.0,10.0,10.0,6.0,6.0,f,moderate,2,0.03,80
male,2016-05-09,within a few hours,90%,f,6.0,f,,House,Entire home/apt,12,2.0,3.0,5.0,Real Bed,$0.00,30,1125,29,59,89,364,9,86.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,5,0.32,650
male,2016-05-09,within a few hours,90%,f,6.0,f,,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,$0.00,30,1125,0,0,0,236,5,92.0,10.0,9.0,9.0,10.0,10.0,9.0,f,strict_14_with_grace_period,5,0.21,600
male,2016-05-09,within a few hours,90%,f,6.0,f,,Townhouse,Entire home/apt,12,3.0,3.0,3.0,Real Bed,$0.00,30,1125,29,59,89,364,4,80.0,8.0,9.0,10.0,10.0,10.0,10.0,f,flexible,5,0.14,325
unknown,2013-06-03,within a day,100%,f,1.0,t,Downtown,Condominium,Entire home/apt,4,1.0,0.0,2.0,Real Bed,$50.00,2,10,0,0,0,58,18,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1,1.06,150
female,2016-04-26,within an hour,100%,t,1.0,f,Clarksville,Apartment,Entire home/apt,12,2.0,2.0,1.0,Real Bed,$45.00,2,1124,23,53,83,84,151,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,6.22,190
female,2013-05-08,within an hour,100%,t,2.0,f,Hyde Park,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,1,1125,5,27,57,147,235,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,8.08,85
mostly_female,2015-12-12,within an hour,100%,f,1.0,t,University of Texas,House,Entire home/apt,10,4.5,6.0,10.0,Real Bed,$25.00,2,1125,22,41,67,157,2,100.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1,0.07,1300
unknown,2012-05-14,within an hour,100%,t,34.0,f,Downtown,Serviced apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$0.00,2,1125,14,34,59,59,23,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,6,0.82,145
male,2013-12-24,,,f,2.0,t,Montopolis,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,$40.00,3,30,0,0,0,0,33,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2,1.15,215
male,2012-04-29,within an hour,100%,f,1.0,t,Cat Mountian,House,Entire home/apt,12,4.5,5.0,10.0,Real Bed,$0.00,1,60,7,7,7,59,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.53,450
mostly_female,2016-10-15,within a few hours,100%,f,1.0,t,Tarrytown,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,$0.00,4,180,23,53,83,263,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1,0.13,450
male,2016-10-15,,,f,1.0,f,Montopolis,House,Entire home/apt,4,2.0,4.0,2.0,Real Bed,$0.00,3,6,28,58,88,88,0,,,,,,,,f,flexible,1,,450
male,2015-01-13,,,f,1.0,t,East Riverside,Condominium,Entire home/apt,4,1.5,1.0,1.0,Real Bed,$10.00,3,4,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,0.39,200
male,2011-10-06,,,f,1.0,f,Mueller,House,Entire home/apt,7,2.0,3.0,5.0,Real Bed,$0.00,2,14,0,0,0,0,0,,,,,,,,f,moderate,1,,400
female,2013-09-24,,,t,2.0,t,East Downtown,Guesthouse,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,2,365,0,6,36,311,21,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,flexible,2,0.74,150
unknown,2013-01-18,within an hour,100%,f,2.0,t,East Downtown,House,Private room,2,1.0,1.0,1.0,Real Bed,$15.00,30,90,0,0,0,0,0,,,,,,,,f,moderate,2,,105
female,2016-10-17,within an hour,100%,t,1.0,f,East Downtown,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$0.00,1,1125,10,10,10,10,89,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,3.13,300
female,2016-10-17,,,f,2.0,t,South Lamar,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,1,6,29,59,89,364,0,,,,,,,,f,flexible,2,,1500
female,2016-10-17,,,f,2.0,t,South Lamar,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,1,7,29,59,89,89,0,,,,,,,,t,flexible,2,,1000
female,2015-06-22,within an hour,100%,t,1.0,f,MLK & 183,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$15.00,2,21,4,11,19,239,85,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1,2.94,110
unknown,2012-05-14,within an hour,100%,t,34.0,f,Downtown,Serviced apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$0.00,2,1125,27,57,87,173,71,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,2.48,125
female,2012-04-11,within an hour,100%,t,1.0,t,,Guesthouse,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$0.00,1,1125,11,33,54,141,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,3.34,150
unknown,2012-05-14,within an hour,100%,t,34.0,f,Rainey Street,Serviced apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$0.00,2,1125,22,49,79,165,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,1.15,195
female,2016-10-18,within a day,100%,f,1.0,f,South Congress,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,3,1125,8,24,54,329,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.36,125
female,2014-06-09,,,f,2.0,t,Barton Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,219,72,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,2.52,45
male,2014-07-27,within a day,86%,f,1.0,t,Travis Heights,House,Entire home/apt,7,2.0,4.0,5.0,Real Bed,$50.00,2,1125,8,24,38,286,24,95.0,9.0,10.0,10.0,10.0,10.0,9.0,t,moderate,1,1.0,230
male,2015-01-12,within an hour,100%,t,5.0,t,MLK & 183,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,16,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,flexible,5,0.66,45
unknown,2016-08-14,,,f,1.0,f,East Congress,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,7,1125,0,0,0,0,0,,,,,,,,t,flexible,1,,20
male,2016-04-21,,,f,1.0,t,St. Edwards,Apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,$10.00,2,14,0,0,0,0,6,93.0,9.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.26,80
mostly_female,2016-03-03,within an hour,100%,f,2.0,t,South Congress,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,2,1125,12,22,27,64,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,0.37,200
female,2011-09-15,within an hour,98%,t,6.0,t,MLK & 183,Cottage,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,4,23,44,74,74,168,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,5.82,60
male,2016-10-19,,,f,1.0,t,West Congress,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,$10.00,3,1125,2,22,36,300,8,100.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1,0.29,150
female,2014-05-18,within an hour,100%,f,4.0,t,,House,Entire home/apt,14,2.5,5.0,7.0,Real Bed,$50.00,3,1125,18,40,65,150,77,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,4,2.77,250
female,2016-09-05,,,f,1.0,t,East Downtown,House,Private room,2,4.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,flexible,1,0.1,40
female,2011-07-16,,,f,1.0,t,Gracywoods,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$10.00,2,5,0,0,0,0,3,100.0,9.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.11,70
female,2016-10-24,within a few hours,67%,f,1.0,t,Zilker,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,$0.00,4,12,24,54,84,359,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.17,750
female,2014-03-28,within an hour,100%,t,2.0,t,Old Enfield,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$10.00,1,1125,2,2,2,2,80,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,2,2.81,90
male,2015-12-24,,,f,1.0,f,Circle C,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,29,59,89,89,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.07,150
female,2016-10-24,within an hour,100%,f,1.0,f,Steiner Ranch,House,Entire home/apt,12,3.0,3.0,6.0,Real Bed,$50.00,3,1125,27,34,55,321,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,1,0.29,780
female,2013-05-03,,,f,1.0,t,Pleasant Valley,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,1,1125,0,0,0,0,0,,,,,,,,t,flexible,1,,35
mostly_female,2014-07-15,,,f,3.0,t,Bouldin Creek,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,$0.00,3,30,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,3,0.12,600
unknown,2016-10-25,within an hour,100%,f,14.0,f,East Downtown,House,Entire home/apt,16,6.5,6.0,16.0,Real Bed,$70.00,2,1125,14,35,53,271,21,99.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,14,0.87,2900
unknown,2016-10-25,within an hour,90%,t,2.0,t,Gracywoods,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,3,15,0,0,0,0,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2,0.91,15
couple,2016-04-27,within an hour,100%,t,2.0,f,North Loop,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$0.00,30,1125,27,57,87,177,6,97.0,10.0,10.0,10.0,10.0,9.0,9.0,t,moderate,2,0.26,100
male,2016-10-25,within an hour,100%,f,1.0,t,East Riverside,House,Entire home/apt,16,5.0,4.0,17.0,Real Bed,$0.00,3,365,13,33,54,310,50,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1,1.77,700
mostly_female,2016-10-25,,,f,1.0,f,Mueller,Townhouse,Entire home/apt,7,2.5,2.0,3.0,Real Bed,$25.00,1,14,0,0,5,95,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.45,150
male,2012-04-29,,,f,1.0,t,Angus Valley,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,60
female,2015-06-01,,,f,1.0,t,McKinney,Townhouse,Entire home/apt,5,1.5,2.0,2.0,Real Bed,$15.00,2,1125,0,0,0,0,24,91.0,9.0,9.0,10.0,10.0,9.0,9.0,t,flexible,1,0.84,65
male,2013-10-21,within an hour,100%,t,1.0,t,North Loop,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,3,11,11,11,98,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,3.44,80
unknown,2016-09-28,within an hour,100%,t,2.0,f,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,$17.00,4,365,25,55,85,85,21,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,0.8,30
male,2014-05-21,within an hour,100%,f,1.0,t,West Congress,House,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,3,12,25,55,85,85,14,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1,0.55,85
female,2014-05-24,,,f,1.0,t,South Lamar,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,$75.00,2,1125,9,9,26,86,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.11,600
couple,2012-03-01,within an hour,100%,t,10.0,t,Westgate,House,Entire home/apt,10,4.0,4.0,6.0,Real Bed,$12.00,4,451,9,36,66,341,0,,,,,,,,f,strict_14_with_grace_period,10,,495
male,2011-11-14,within an hour,97%,t,6.0,t,East Downtown,House,Entire home/apt,16,4.0,6.0,12.0,Real Bed,$0.00,2,1125,0,3,17,282,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,5,1.12,1400
female,2016-10-28,within an hour,100%,f,2.0,f,South First,Treehouse,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,14,44,74,164,62,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,2,2.2,170
